c_Colonia,c_CodigoPostal,Nombre del asentamiento,,,,,,,,,
3150,71804,San Francisco de Arriba,,,,,,,,,
3150,78583,Buenavista,,,,,,,,,
3150,80349,Fidel Velázquez,,,,,,,,,
3150,83146,La Paloma Residencial II,,,,,,,,,
3150,88390,Villas del Cántaro,,,,,,,,,
3150,94987,El Mirador,,,,,,,,,
3151,25743,Ampliación Barrera,,,,,,,,,
3151,29383,El Recuerdo,,,,,,,,,
3151,31940,La Paz,,,,,,,,,
3151,35640,Cruz de Piedra,,,,,,,,,
3151,38736,San Ramón,,,,,,,,,
3151,41173,Ixcatla,,,,,,,,,
3151,43150,Huastequita,,,,,,,,,
3151,49900,Tecalitlán Centro,,,,,,,,,
3151,54766,Campestre del Lago,,,,,,,,,
3151,59516,Ignacio Ramírez,,,,,,,,,
3151,71805,San Francisco de Abajo,,,,,,,,,
3151,78580,Calabacillas,,,,,,,,,
3151,80349,Manuel de Jesús Clouthier del Rincón,,,,,,,,,
3151,83147,Cucurpe II,,,,,,,,,
3151,88307,Itavu,,,,,,,,,
3151,94988,La Laguna,,,,,,,,,
3152,25758,Lomas de La Cantera,,,,,,,,,
3152,29383,Nuevo Vicente Guerrero (el Chichonal),,,,,,,,,
3152,31940,FOVISSSTE,,,,,,,,,
3152,35646,La Joyita,,,,,,,,,
3152,38753,Cereso Chupicuaro,,,,,,,,,
3152,41179,San Marcos de las Rosas,,,,,,,,,
3152,43150,Loma Grande,,,,,,,,,
3152,59513,La Morena,,,,,,,,,
3152,66233,Las Sendas Galicias,,,,,,,,,
3152,71806,El Gachupin,,,,,,,,,
3152,78583,Cañón de Lajas,,,,,,,,,
3152,80349,Matzumoto,,,,,,,,,
3152,83146,Colinas de San Javier,,,,,,,,,
3152,88306,INFONAVIT Santa Luisa,,,,,,,,,
3152,94989,El Tamarindo,,,,,,,,,
3153,25750,Mirador,,,,,,,,,
3153,29383,Nuevo Poblado Concepción,,,,,,,,,
3153,31940,Lienzo Charro,,,,,,,,,
3153,35626,El Toro,,,,,,,,,
3153,38756,La Encarnación,,,,,,,,,
3153,41180,Analco,,,,,,,,,
3153,43150,Nuevo,,,,,,,,,
3153,49910,La Purísima,,,,,,,,,
3153,54744,Jorge Jiménez Cantú,,,,,,,,,
3153,59518,Cuauhtémoc,,,,,,,,,
3153,71807,Chacalapa,,,,,,,,,
3153,78570,Ceferino Sánchez Ontiveros,,,,,,,,,
3153,81690,Arboladas,,,,,,,,,
3153,83147,Privadas Residenciales,,,,,,,,,
3153,88306,Infonavit Industrial,,,,,,,,,
3153,94990,Cotaxtla,,,,,,,,,
3154,25750,Nueva Rosita,,,,,,,,,
3154,31940,Ferrocarrilera,,,,,,,,,
3154,35626,La Graniza,,,,,,,,,
3154,38760,Arroyo de la Luna,,,,,,,,,
3154,41180,Apango,,,,,,,,,
3154,43150,Santa Cecilia,,,,,,,,,
3154,49915,La Miseria y Animas,,,,,,,,,
3154,54767,Granjas Lomas de Guadalupe,,,,,,,,,
3154,59512,La Camelina,,,,,,,,,
3154,66005,Real de San Martin,,,,,,,,,
3154,71810,Santa Rosa de Lima Centro,,,,,,,,,
3154,78585,Cerrito de Piedras,,,,,,,,,
3154,81820,Campamento CNA,,,,,,,,,
3154,83145,Colinas II,,,,,,,,,
3154,88305,Tamaulipas,,,,,,,,,
3154,94992,La Capilla,,,,,,,,,
3155,25770,Potreros,,,,,,,,,
3155,29384,Villa Aurora,,,,,,,,,
3155,35626,Cebollas,,,,,,,,,
3155,38760,Santa Inés,,,,,,,,,
3155,41180,Hueyitlalpan,,,,,,,,,
3155,43150,Santa Cruz,,,,,,,,,
3155,49920,Santiago,,,,,,,,,
3155,59517,Tepeyac,,,,,,,,,
3155,67169,Los Faisanes,,,,,,,,,
3155,71809,San Miguel,,,,,,,,,
3155,78585,Cerro Blanco,,,,,,,,,
3155,81820,El Dique,,,,,,,,,
3155,83010,"5 de Mayo Sector ""A""",,,,,,,,,
3155,88305,Amigos Unidos,,,,,,,,,
3155,94995,La Tinaja,,,,,,,,,
3156,25730,Saltillo,,,,,,,,,
3156,29384,Agua Dulce San Isidro,,,,,,,,,
3156,31940,Seguro Social,,,,,,,,,
3156,35637,Rancho Nuevo,,,,,,,,,
3156,38765,Agua Caliente,,,,,,,,,
3156,41180,La Esperanza,,,,,,,,,
3156,43162,Amoxco,,,,,,,,,
3156,49924,La Mesita,,,,,,,,,
3156,54744,La Joyita,,,,,,,,,
3156,59514,Lindavista,,,,,,,,,
3156,71804,El Faisán,,,,,,,,,
3156,78587,Cerro de Magdalenas,,,,,,,,,
3156,81820,El Rastro,,,,,,,,,
3156,83010,Country Club Residencial,,,,,,,,,
3156,88402,INFONAVIT San Miguel Nuevo,,,,,,,,,
3156,94996,Mata Espino,,,,,,,,,
3157,25110,Privada Ciudad las Torres 2 Sector,,,,,,,,,
3157,29384,Humberto Serrano,,,,,,,,,
3157,31940,Noreste,,,,,,,,,
3157,38763,San Nicolás de Tolentino,,,,,,,,,
3157,41180,San Juan Totolcintla,,,,,,,,,
3157,43156,Atoscalao,,,,,,,,,
3157,49925,El Chayote,,,,,,,,,
3157,59515,La Nopalera,,,,,,,,,
3157,66005,Las Palmas,,,,,,,,,
3157,78583,Cerro Gordo,,,,,,,,,
3157,81820,H. Ayuntamiento,,,,,,,,,
3157,83160,San Luis Norte,,,,,,,,,
3157,88402,Cucharas,,,,,,,,,
3157,95000,Zongolica,,,,,,,,,
3158,27277,Hacienda Santa María,,,,,,,,,
3158,29384,El Canutillo,,,,,,,,,
3158,31940,Americano,,,,,,,,,
3158,35627,El Arco,,,,,,,,,
3158,38766,San Miguel,,,,,,,,,
3158,41180,Zotoltitlán,,,,,,,,,
3158,43160,Tlacomul,,,,,,,,,
3158,49940,Ahuijullo,,,,,,,,,
3158,54744,Valle de las Flores,,,,,,,,,
3158,59515,Lázaro Cárdenas,,,,,,,,,
3158,67257,Colinas Del Sol,,,,,,,,,
3158,71820,Santa Ana Tututepec,,,,,,,,,
3158,72377,Barrio de la Luz,,,,,,,,,
3158,78576,Cerro Prieto,,,,,,,,,
3158,81820,Hospital,,,,,,,,,
3158,83156,"Periodista Sector ""A""",,,,,,,,,
3158,89556,Victoria,,,,,,,,,
3159,25903,Lomas del Valle,,,,,,,,,
3159,29384,Santa Rosa,,,,,,,,,
3159,31940,INFONAVIT,,,,,,,,,
3159,35640,El Arquito de Enmedio,,,,,,,,,
3159,38763,Arroyo Colorado,,,,,,,,,
3159,41190,San Marcos Oacatzingo,,,,,,,,,
3159,43168,Catlapani,,,,,,,,,
3159,49950,Jilotlan de los Dolores,,,,,,,,,
3159,54750,Generalísimo José María Morelos y Pavón Sección Norte,,,,,,,,,
3159,59513,Quinta las Rosas,,,,,,,,,
3159,66005,Villas de San Martin,,,,,,,,,
3159,71821,Peñas Negras,,,,,,,,,
3159,78587,Cerro San Agustín,,,,,,,,,
3159,81820,La Bolsa,,,,,,,,,
3159,83159,Lomas Altas Periferia,,,,,,,,,
3159,89555,Polvorín,,,,,,,,,
3159,95002,Nepopoalco,,,,,,,,,
3160,26263,Campistrano,,,,,,,,,
3160,29384,Agua Dulce,,,,,,,,,
3160,31940,Quinientas,,,,,,,,,
3160,35635,Arroyo del Agua,,,,,,,,,
3160,38767,La Presa de Santa Inés,,,,,,,,,
3160,41191,Tlamamacan,,,,,,,,,
3160,43159,Cececapa,,,,,,,,,
3160,49952,Las Higuerillas,,,,,,,,,
3160,59518,18 de Marzo,,,,,,,,,
3160,67257,Valle Del Virrey,,,,,,,,,
3160,71830,México,,,,,,,,,
3160,78574,Charco Prieto,,,,,,,,,
3160,81820,La Bomba,,,,,,,,,
3160,83150,Pitic Norte,,,,,,,,,
3160,95003,Ixpalcuahutla (Moxala),,,,,,,,,
3161,29383,La Nueva Esperanza,,,,,,,,,
3161,31940,Internacional,,,,,,,,,
3161,35644,Arroyo del Bajío,,,,,,,,,
3161,38770,Iramuco,,,,,,,,,
3161,41193,Tula del Río,,,,,,,,,
3161,43164,Cerro Alto,,,,,,,,,
3161,49955,La Loma,,,,,,,,,
3161,54743,Santiago Tepalcapa,,,,,,,,,
3161,59518,Arboledas,,,,,,,,,
3161,67277,Zirandaro,,,,,,,,,
3161,71830,RÍo Grande o Piedra Parada Centro,,,,,,,,,
3161,78580,Charco Verde,,,,,,,,,
3161,81820,La Tenería,,,,,,,,,
3161,83150,"Pitic Sector ""B""",,,,,,,,,
3161,95004,Loma de los Dolores,,,,,,,,,
3162,27014,Jardines del Sol,,,,,,,,,
3162,29384,El Girasol,,,,,,,,,
3162,31940,Emiliano Zapata,,,,,,,,,
3162,35645,El Bajío de Ayala,,,,,,,,,
3162,38773,La Cañada,,,,,,,,,
3162,41194,San Agustin Ostotipan,,,,,,,,,
3162,43155,Chicaco,,,,,,,,,
3162,49955,Villa Dr. Gómez,,,,,,,,,
3162,59517,Lomas del Pedregal,,,,,,,,,
3162,67260,Hacienda Santa Lucia II,,,,,,,,,
3162,71830,Roma,,,,,,,,,
3162,78583,Clavellina,,,,,,,,,
3162,81820,Quince,,,,,,,,,
3162,83150,"Pitic Sector ""C""",,,,,,,,,
3162,87037,Colinas Del Parque,,,,,,,,,
3162,95005,Tepetlitlanapa,,,,,,,,,
3163,25720,Contry Residencial,,,,,,,,,
3163,31940,Los Ojitos,,,,,,,,,
3163,35637,El Capulín de Barajas,,,,,,,,,
3163,38745,Puerto de las Cabras,,,,,,,,,
3163,41197,Ahuexotitlán,,,,,,,,,
3163,43160,Citlala,,,,,,,,,
3163,49956,Atravesaño y Anexas,,,,,,,,,
3163,54769,Hacienda del Parque 1A Sección,,,,,,,,,
3163,59514,Lomas del Pastor de Saúl Novoa,,,,,,,,,
3163,71830,Tepeyac,,,,,,,,,
3163,78573,Congregación de Dolores (Las Quince Letras),,,,,,,,,
3163,81872,El Chorizo,,,,,,,,,
3163,83150,Pitic Oriente,,,,,,,,,
3163,87030,La Cima,,,,,,,,,
3163,95006,Atlicpac,,,,,,,,,
3164,25016,Privadas Sierras del Oriente,,,,,,,,,
3164,29383,Hernandez Rodriguez,,,,,,,,,
3164,31940,Pacifico,,,,,,,,,
3164,35635,La Cebadilla,,,,,,,,,
3164,38770,San Juan (El Zapote),,,,,,,,,
3164,41198,Xicomulco,,,,,,,,,
3164,43155,Comala,,,,,,,,,
3164,49957,Tachinola,,,,,,,,,
3164,54769,La Quebrada Centro,,,,,,,,,
3164,59514,Lomas del Pastor Ángel Novoa,,,,,,,,,
3164,67266,Portal de Juárez,,,,,,,,,
3164,71831,San Jose Manialtepec,,,,,,,,,
3164,78585,Coyotillillos,,,,,,,,,
3164,81872,El Nopal,,,,,,,,,
3164,83150,"Pitic Sector ""D""",,,,,,,,,
3164,87030,Mira Sierra,,,,,,,,,
3164,95027,Macuilca,,,,,,,,,
3165,25016,Sierra Blanca,,,,,,,,,
3165,29384,Tierra Blanca,,,,,,,,,
3165,31600,Francisco Villa,,,,,,,,,
3165,35635,El Cercado,,,,,,,,,
3165,41199,Aixcoalco,,,,,,,,,
3165,43159,Copaltitla,,,,,,,,,
3165,49959,Tazumbos,,,,,,,,,
3165,54769,La Quebrada Ampliación,,,,,,,,,
3165,59513,Lomas del Pastor,,,,,,,,,
3165,66610,Valle de los Nogales,,,,,,,,,
3165,78585,Coyotillos San Pablo,,,,,,,,,
3165,81872,El Poblado,,,,,,,,,
3165,83180,Olivares Norte,,,,,,,,,
3165,87060,Tomás Yarrington,,,,,,,,,
3165,95010,Adolfo Ruiz Cortines,,,,,,,,,
3166,25298,Villas del Camino Real,,,,,,,,,
3166,29384,Miriam Pérez,,,,,,,,,
3166,35630,La Cruz,,,,,,,,,
3166,38780,Andocutín,,,,,,,,,
3166,43162,Cuatahuatla,,,,,,,,,
3166,49960,Canchol,,,,,,,,,
3166,54769,Valle Esmeralda,,,,,,,,,
3166,67186,Collados de Guadalupe,,,,,,,,,
3166,71833,El Mirador,,,,,,,,,
3166,78574,Efraín González Galván,,,,,,,,,
3166,81872,La Bacilia,,,,,,,,,
3166,83190,Modelo Norte,,,,,,,,,
3166,87070,Puerta Cofrades,,,,,,,,,
3166,95010,Temaxcalapa,,,,,,,,,
3167,25903,Privadas el Campanario,,,,,,,,,
3167,29384,Agua Dulce (Buenos Aires),,,,,,,,,
3167,31600,El Ojito,,,,,,,,,
3167,35634,La Cueva,,,,,,,,,
3167,38784,El Moral,,,,,,,,,
3167,41222,Santa Cruz,,,,,,,,,
3167,43156,Cuatlapech,,,,,,,,,
3167,49968,Corongoros,,,,,,,,,
3167,54783,Analco,,,,,,,,,
3167,59517,Lomas del Tepeyac,,,,,,,,,
3167,71834,Benito Juárez,,,,,,,,,
3167,78573,Ejido Juárez,,,,,,,,,
3167,81872,La Calaca,,,,,,,,,
3167,83148,Sierra Alta,,,,,,,,,
3167,87120,La Esperanza,,,,,,,,,
3167,95011,Ixpaluca,,,,,,,,,
3168,26737,Villas de Vista Hermosa,,,,,,,,,
3168,29384,Frontera de Grijalva,,,,,,,,,
3168,31600,San José,,,,,,,,,
3168,35627,El Gato,,,,,,,,,
3168,38784,Pantaleón,,,,,,,,,
3168,41207,Totolapa,,,,,,,,,
3168,43160,Cuatlapextla,,,,,,,,,
3168,49970,Santa Maria Del Oro,,,,,,,,,
3168,54786,Cuaxoxoca,,,,,,,,,
3168,66064,La Concordia,,,,,,,,,
3168,71834,Las Flores,,,,,,,,,
3168,78570,Ejido Juárez Dos,,,,,,,,,
3168,81872,La Pitaya,,,,,,,,,
3168,83190,Modelo Centro (Guaymas J. Sierra),,,,,,,,,
3168,87130,Loma Linda,,,,,,,,,
3168,95011,Xochiojca,,,,,,,,,
3169,26737,Las Vírgenes,,,,,,,,,
3169,29384,María del Carmen Flores,,,,,,,,,
3169,31600,Parque Turístico,,,,,,,,,
3169,35624,La Guajolota,,,,,,,,,
3169,38776,Cútaro,,,,,,,,,
3169,41205,Jilotepec,,,,,,,,,
3169,43167,Ehuatitla,,,,,,,,,
3169,49977,La Aurora,,,,,,,,,
3169,54784,San Bartolo Tlaxihuicalco,,,,,,,,,
3169,61608,Michoacán,,,,,,,,,
3169,71835,Balbuena,,,,,,,,,
3169,78577,El Águila,,,,,,,,,
3169,81802,San Blas Viejo,,,,,,,,,
3169,83190,Modelo Sur Retornos,,,,,,,,,
3169,87130,Integración Familiar,,,,,,,,,
3169,95012,Tepepa I,,,,,,,,,
3170,27014,Real de San Agustín,,,,,,,,,
3170,29384,El Recuerdo,,,,,,,,,
3170,31600,El Pedregal,,,,,,,,,
3170,35635,La Joyita,,,,,,,,,
3170,38783,Palo Blanco del Refugio,,,,,,,,,
3170,41206,Tepetlapa,,,,,,,,,
3170,43159,El Balcón,,,,,,,,,
3170,49979,El Tepeguaje,,,,,,,,,
3170,54783,San Juan,,,,,,,,,
3170,61607,Los Fresnos,,,,,,,,,
3170,66022,La Gruta,,,,,,,,,
3170,71835,El Corozal,,,,,,,,,
3170,78585,El Arenal,,,,,,,,,
3170,81803,La Candelaria,,,,,,,,,
3170,87089,Canaco,,,,,,,,,
3170,95013,Huaxtécatl Uno,,,,,,,,,
3171,25724,Quinta San Francisco,,,,,,,,,
3171,29384,San Judas Tadeo,,,,,,,,,
3171,31600,Los Manzanos,,,,,,,,,
3171,38764,San Antonio,,,,,,,,,
3171,41202,Conhuaxo,,,,,,,,,
3171,43156,El Mirador (Casetas),,,,,,,,,
3171,45065,Lomas de La Primavera,,,,,,,,,
3171,54786,Ejidal Santa Cruz del Monte,,,,,,,,,
3171,61605,Magisterial,,,,,,,,,
3171,66612,Valle de las Palmas IV,,,,,,,,,
3171,71835,La Cruz,,,,,,,,,
3171,78584,El Astillero,,,,,,,,,
3171,80349,Juan S. Millán,,,,,,,,,
3171,83288,Villa Lourdes,,,,,,,,,
3171,87025,Bosques Campestre,,,,,,,,,
3171,95016,El Porvenir,,,,,,,,,
3172,27016,El Siglo de Torreón,,,,,,,,,
3172,29384,Montes Olivos,,,,,,,,,
3172,31600,Laguna Azul,,,,,,,,,
3172,35636,La Mesa Redondeada (El Tule Uno),,,,,,,,,
3172,38783,San Juan Jaripeo,,,,,,,,,
3172,43159,El Suspiro,,,,,,,,,
3172,54783,Santa María Caliacac,,,,,,,,,
3172,61605,Agua Escondida,,,,,,,,,
3172,66612,Villa las Puentes,,,,,,,,,
3172,71835,La Soledad,,,,,,,,,
3172,78578,El Bajío,,,,,,,,,
3172,80803,Bugambilias,,,,,,,,,
3172,83288,Villa Residencial Bonita Etapa I al XII,,,,,,,,,
3172,87025,Siglo XXI,,,,,,,,,
3172,95016,San Sebastián,,,,,,,,,
3173,25019,Villa Fundadores,,,,,,,,,
3173,29384,Puerto México,,,,,,,,,
3173,31600,Habitación,,,,,,,,,
3173,35635,Oaxaca,,,,,,,,,
3173,38784,La Soledad,,,,,,,,,
3173,41204,Coyahualco,,,,,,,,,
3173,43163,La Montaña,,,,,,,,,
3173,54784,Santiago,,,,,,,,,
3173,66636,Santa Cecilia,,,,,,,,,
3173,71836,Emiliano Zapata,,,,,,,,,
3173,78577,El Capulín,,,,,,,,,
3173,80803,Candilejas,,,,,,,,,
3173,83287,Paseo Real Residencial,,,,,,,,,
3173,87027,San Ángel,,,,,,,,,
3173,95016,Tlanelpaquilla,,,,,,,,,
3174,26954,Valle Dorado,,,,,,,,,
3174,29384,Roberto Albores Guillén,,,,,,,,,
3174,35645,San Nicolás,,,,,,,,,
3174,38784,Santa Clara,,,,,,,,,
3174,41220,Tlalquetzala,,,,,,,,,
3174,43165,La Pimienta,,,,,,,,,
3174,45400,Sillita Zapote,,,,,,,,,
3174,61604,Potrero del Agua,,,,,,,,,
3174,66645,Bosques de Huinalá,,,,,,,,,
3174,71836,Valle Verde,,,,,,,,,
3174,78576,El Clérigo,,,,,,,,,
3174,80804,Mercadito,,,,,,,,,
3174,83287,"Paseo San Ángel Sección Las Placitas  I,II,III, IV",,,,,,,,,
3174,87019,Monte Alto,,,,,,,,,
3174,95017,La Tranca,,,,,,,,,
3175,29384,La Rocallosa,,,,,,,,,
3175,35635,Santa Cruz de la Estaca,,,,,,,,,
3175,38785,San José de La Peña,,,,,,,,,
3175,41222,Tlaquiltepec,,,,,,,,,
3175,43165,La Providencia,,,,,,,,,
3175,45400,Tonaltecas II,,,,,,,,,
3175,54786,Zimapan,,,,,,,,,
3175,61604,Joya de los Molinos,,,,,,,,,
3175,66646,Misión de Huinalá,,,,,,,,,
3175,71837,Costa Azul,,,,,,,,,
3175,72450,Villas Everest,,,,,,,,,
3175,78587,El Diamante,,,,,,,,,
3175,80805,Las Playitas,,,,,,,,,
3175,83285,Quinta Real,,,,,,,,,
3175,87015,Las Enfermeras,,,,,,,,,
3176,26410,El Divisadero,,,,,,,,,
3176,29384,El Rosarito,,,,,,,,,
3176,31600,Progreso,,,,,,,,,
3176,35643,Santa Rosa Dos,,,,,,,,,
3176,38785,San Mateo Tócuaro,,,,,,,,,
3176,41230,San Pedro Aytepec,,,,,,,,,
3176,43163,La Quebradora,,,,,,,,,
3176,45400,Tonaltecas,,,,,,,,,
3176,61606,Vista del Lago,,,,,,,,,
3176,66640,San Miguel Golondrinas,,,,,,,,,
3176,71837,Lindavista,,,,,,,,,
3176,78586,El Divisadero,,,,,,,,,
3176,80805,La Brecha,,,,,,,,,
3176,83287,Azores Residencial,,,,,,,,,
3176,89886,Unidad y Progreso,,,,,,,,,
3176,95017,Tlacuiloltécatl Chico (Nogales),,,,,,,,,
3177,26284,Nuevo Progreso,,,,,,,,,
3177,29384,San Antonio Agua Clara,,,,,,,,,
3177,31600,Bellavista,,,,,,,,,
3177,35636,El Saucillal,,,,,,,,,
3177,41240,Cacalutla,,,,,,,,,
3177,43156,Las Puentes,,,,,,,,,
3177,45400,La Alberca,,,,,,,,,
3177,54783,Santo Tomás,,,,,,,,,
3177,71838,El Cacalote,,,,,,,,,
3177,78584,El Entronque,,,,,,,,,
3177,80806,Las Palmas,,,,,,,,,
3177,83285,Puerta Esmeralda,,,,,,,,,
3177,89849,Paseo de las Palmas,,,,,,,,,
3177,95017,Zomajapa,,,,,,,,,
3178,25503,Pueblo Nuevo,,,,,,,,,
3178,29385,San Pedro Pedernal,,,,,,,,,
3178,31600,Dr. Belisario Domínguez,,,,,,,,,
3178,35643,El Saucito de Santa Rosa,,,,,,,,,
3178,38786,Los Desmontes,,,,,,,,,
3178,41240,Comitlipa,,,,,,,,,
3178,43162,Los Pemuches,,,,,,,,,
3178,45400,San Elias,,,,,,,,,
3178,54786,San Sebastián,,,,,,,,,
3178,61604,Loma Bonita,,,,,,,,,
3178,71847,Hidalgo,,,,,,,,,
3178,78586,El Estañero (Cleto Ramírez),,,,,,,,,
3178,80807,Tabachines,,,,,,,,,
3178,83288,Las Praderas IV,,,,,,,,,
3178,89820,Vivah,,,,,,,,,
3178,95019,Palapa,,,,,,,,,
3179,25503,Nueva Esperanza,,,,,,,,,
3179,29385,Santa Cruz,,,,,,,,,
3179,33749,Los Álamos,,,,,,,,,
3179,35644,Toribio,,,,,,,,,
3179,38790,Tarandacuao Centro,,,,,,,,,
3179,41240,Xochihuehuetlán,,,,,,,,,
3179,43165,Moyotla,,,,,,,,,
3179,45400,Pueblito Del Sol,,,,,,,,,
3179,54800,Cuautitlán Centro,,,,,,,,,
3179,71815,La Pastoría,,,,,,,,,
3179,78585,El Frailesco,,,,,,,,,
3179,80807,La Loma,,,,,,,,,
3179,83288,Las Praderas Norte,,,,,,,,,
3179,89827,Andalucía,,,,,,,,,
3179,95019,Tezizapa,,,,,,,,,
3180,26643,San Vicente,,,,,,,,,
3180,29385,San Juan,,,,,,,,,
3180,33749,David Alfaro Siqueiros,,,,,,,,,
3180,35634,La Vinata,,,,,,,,,
3180,41241,Tehuaxtitlán,,,,,,,,,
3180,43165,Pitzotla,,,,,,,,,
3180,45404,Educadores Jaliscienses,,,,,,,,,
3180,54800,Los Morales 1a Sección,,,,,,,,,
3180,61609,San José,,,,,,,,,
3180,71850,Tataltepec de Valdes,,,,,,,,,
3180,78577,El Lucero,,,,,,,,,
3180,80808,Alameda,,,,,,,,,
3180,83288,Las Praderas Sur,,,,,,,,,
3180,89849,Vamos Tamaulipas,,,,,,,,,
3180,95020,Xochiotepec,,,,,,,,,
3181,25904,Balcones de Santa Fe,,,,,,,,,
3181,29385,La Herradura,,,,,,,,,
3181,33770,FONHAPO,,,,,,,,,
3181,35643,Bajío de Caballos,,,,,,,,,
3181,38796,San Antonio,,,,,,,,,
3181,43160,Quimixtla Hula,,,,,,,,,
3181,45410,Cerrito de La Reyna,,,,,,,,,
3181,54800,Paseo de Santa María,,,,,,,,,
3181,66061,Pedregal de Escobedo,,,,,,,,,
3181,71851,Santa Cruz Tepenixtlahuaca,,,,,,,,,
3181,78585,El Macareno,,,,,,,,,
3181,82047,Octava Zona Naval (Puerto Mazatlán),,,,,,,,,
3181,83280,Palo Verde Norte,,,,,,,,,
3181,89899,Las Palmas,,,,,,,,,
3181,95020,Zapatecatl,,,,,,,,,
3182,27277,Rincón del Bosque,,,,,,,,,
3182,29385,Los Ángeles,,,,,,,,,
3182,32914,Santa Anita,,,,,,,,,
3182,35643,El Cristal de Abajo,,,,,,,,,
3182,38796,La Purísima,,,,,,,,,
3182,41250,Huehuetecacingo,,,,,,,,,
3182,43161,Nuevo,,,,,,,,,
3182,45400,Tenamaxtle,,,,,,,,,
3182,54800,Romita,,,,,,,,,
3182,61605,Vida Purembe,,,,,,,,,
3182,64346,Cumbres San Agustín,,,,,,,,,
3182,71853,El Ocote o la Palma,,,,,,,,,
3182,78583,El Malpaso,,,,,,,,,
3182,81370,Topolobampo,,,,,,,,,
3182,83280,Palo Verde Sur,,,,,,,,,
3182,89888,Tomás Yarrington Ruvalcaba,,,,,,,,,
3182,95023,Choapa,,,,,,,,,
3183,26237,Villa Milenio,,,,,,,,,
3183,29385,San Luis El Alto,,,,,,,,,
3183,32914,España,,,,,,,,,
3183,35643,Frailecillos de los Reyes,,,,,,,,,
3183,38795,La Virgen,,,,,,,,,
3183,41251,Xihuitlipa,,,,,,,,,
3183,43165,San Miguel,,,,,,,,,
3183,45400,La Comolea,,,,,,,,,
3183,54800,San Juan,,,,,,,,,
3183,61608,La Loma,,,,,,,,,
3183,71870,San Juan Quiahije,,,,,,,,,
3183,78577,El Membrillo,,,,,,,,,
3183,82807,Ampliación Juan S. Millán,,,,,,,,,
3183,83284,Los Olivos,,,,,,,,,
3183,89899,Quintero,,,,,,,,,
3183,95023,Ochitla,,,,,,,,,
3184,29385,Los Nopales,,,,,,,,,
3184,32914,Abel Aguirre,,,,,,,,,
3184,35644,El Peñol,,,,,,,,,
3184,41260,Zoyatitlánapa,,,,,,,,,
3184,43160,Santa Martha Ula,,,,,,,,,
3184,45408,Arboledas de San Gaspar,,,,,,,,,
3184,61608,Cerro Blanco,,,,,,,,,
3184,71890,San Miguel Panixtlahuaca,,,,,,,,,
3184,78587,El Mosco,,,,,,,,,
3184,82803,Ampliación Luis Donaldo Colosio,,,,,,,,,
3184,83280,Villa de Seris Norte,,,,,,,,,
3184,89817,Los Pinos,,,,,,,,,
3184,95023,Totolacatla,,,,,,,,,
3185,27277,Condominio los Agaves,,,,,,,,,
3185,29385,El Paraíso,,,,,,,,,
3185,32914,San Jerónimo,,,,,,,,,
3185,35643,El Potrerito,,,,,,,,,
3185,38795,La Soledad,,,,,,,,,
3185,41270,Alpoyeca,,,,,,,,,
3185,43162,Tamazolapa,,,,,,,,,
3185,45405,Los Manguitos,,,,,,,,,
3185,61133,Alborada Socialista,,,,,,,,,
3185,66023,Villas Del Poniente,,,,,,,,,
3185,71900,Juquila,,,,,,,,,
3185,78577,El Orito,,,,,,,,,
3185,82800,Anonal,,,,,,,,,
3185,83293,Urbi Villa del Rey II,,,,,,,,,
3185,89848,Valle de Chapultepec,,,,,,,,,
3185,95025,Comalapa,,,,,,,,,
3186,27086,Villas de San Ángel,,,,,,,,,
3186,29385,El Recuerdo,,,,,,,,,
3186,32910,Conejos,,,,,,,,,
3186,35643,La Puerta,,,,,,,,,
3186,38798,Buenavista,,,,,,,,,
3186,41270,San José Buenavista,,,,,,,,,
3186,43157,Tecontla,,,,,,,,,
3186,45420,Santa Isabel,,,,,,,,,
3186,61166,Arboledas del Río,,,,,,,,,
3186,67117,Arboledas del Oriente,,,,,,,,,
3186,71900,San Francisco Ixpantepec,,,,,,,,,
3186,72464,Ex-Rancho Vaquerías,,,,,,,,,
3186,78577,El Pame,,,,,,,,,
3186,81121,Adolfo Ruiz Cortinez Dos,,,,,,,,,
3186,83293,Villa del Rey Sección Los Almendros I,,,,,,,,,
3186,87496,Hacienda La Cima,,,,,,,,,
3187,25629,Monterreal,,,,,,,,,
3187,29385,Guadalupe de los Llanos,,,,,,,,,
3187,32917,Gobernadores,,,,,,,,,
3187,35643,La Soledad,,,,,,,,,
3187,38793,Hacienda Vieja,,,,,,,,,
3187,41272,Ixcateopan,,,,,,,,,
3187,43165,Tecruz,,,,,,,,,
3187,45402,Lomas Del Manantial,,,,,,,,,
3187,54804,Tecoac-Monales,,,,,,,,,
3187,61169,Balcones del Sur,,,,,,,,,
3187,67117,Torremolinos la Fé,,,,,,,,,
3187,71900,San José Ixtapan,,,,,,,,,
3187,78587,El Pedernal,,,,,,,,,
3187,81140,Horacio Gracía Arrayales,,,,,,,,,
3187,83293,Villa del Rey Sección Castaños I,,,,,,,,,
3187,87395,Lomas Del Real,,,,,,,,,
3187,95028,Apanga,,,,,,,,,
3188,25904,Portal las Palomas,,,,,,,,,
3188,32918,El Arbolito,,,,,,,,,
3188,35643,Toro Quemado,,,,,,,,,
3188,38798,San Juan de Dios,,,,,,,,,
3188,41280,Tecoyo,,,,,,,,,
3188,43165,Tenexatl,,,,,,,,,
