c_Colonia,c_CodigoPostal,Nombre del asentamiento,,,,,,,,,
2817,85100,Villa Del Tetabiate,,,,,,,,,
2817,86973,La Lucha,,,,,,,,,
2817,89602,Martin A Martínez,,,,,,,,,
2817,94320,Empleados Moctezuma,,,,,,,,,
2818,02240,Ticoman,,,,,,,,,
2818,22245,Fideicomiso el Florido,,,,,,,,,
2818,29044,Las Flores,,,,,,,,,
2818,31137,Inti Peredo,,,,,,,,,
2818,34560,El Tejamanil,,,,,,,,,
2818,38443,Plaza Vieja,,,,,,,,,
2818,40912,Las Mesas,,,,,,,,,
2818,42256,Canoas,,,,,,,,,
2818,49012,San Antonio,,,,,,,,,
2818,54198,Lomas de Lindavista El Copal,,,,,,,,,
2818,61910,Melchor Ocampo (San Antonio de las Huertas),,,,,,,,,
2818,66648,Colinas de San Miguel,,,,,,,,,
2818,71307,San Francisco Yucucundo,,,,,,,,,
2818,76265,San Pedro Amazcala,,,,,,,,,
2818,79725,El Mirador,,,,,,,,,
2818,80054,Del Humaya,,,,,,,,,
2818,86974,La Lucha,,,,,,,,,
2818,89602,El Nogal,,,,,,,,,
2818,94320,San Carlos,,,,,,,,,
2819,02240,San Andrés Fase II,,,,,,,,,
2819,22245,Cañadas del Florido 2a. Sección,,,,,,,,,
2819,29059,La Reliquia,,,,,,,,,
2819,31137,José Vasconcelos,,,,,,,,,
2819,34563,El Cajoncito,,,,,,,,,
2819,38456,El Perico,,,,,,,,,
2819,40912,Los Camarones,,,,,,,,,
2819,42364,El Dothu,,,,,,,,,
2819,49013,Los Doctores,,,,,,,,,
2819,54237,Celayita (San José Celayita),,,,,,,,,
2819,66648,Rincón de San Miguel,,,,,,,,,
2819,71286,San Miguel Tlanichico,,,,,,,,,
2819,72000,San Francisco,,,,,,,,,
2819,76246,Zona este Milenio III,,,,,,,,,
2819,79707,Tierritas Blancas,,,,,,,,,
2819,80050,Jardines del Río,,,,,,,,,
2819,86944,La Lupita,,,,,,,,,
2819,89602,Valle Verde,,,,,,,,,
2820,02150,Azcapotzalco Pasteros,,,,,,,,,
2820,21395,La Condesa,,,,,,,,,
2820,29010,La Victoria,,,,,,,,,
2820,31137,Juan Guereca,,,,,,,,,
2820,34543,Santa Ana,,,,,,,,,
2820,38450,Magdalena de Araceo,,,,,,,,,
2820,43586,San Francisco,,,,,,,,,
2820,49013,Pintores,,,,,,,,,
2820,54204,El Álamo,,,,,,,,,
2820,61911,La Estancia Grande,,,,,,,,,
2820,66648,El Campanario,,,,,,,,,
2820,71284,Trinidad,,,,,,,,,
2820,72290,Barrio del Alto,,,,,,,,,
2820,76249,Ampliación Jesús María,,,,,,,,,
2820,79800,Xochimilco,,,,,,,,,
2820,80025,Alegranza,,,,,,,,,
2820,85200,Campo Treinta y Siete (Bloque 905),,,,,,,,,
2820,86947,La Lupita,,,,,,,,,
2820,94320,Santa Cruz,,,,,,,,,
2821,02260,Pitolaca,,,,,,,,,
2821,22206,Villa Fontana VIII,,,,,,,,,
2821,29026,Ladera de La Loma,,,,,,,,,
2821,31137,Ampliación Juan Guereca,,,,,,,,,
2821,34556,Las Calaveras,,,,,,,,,
2821,38457,Puerta de Andaracua,,,,,,,,,
2821,40913,20 de Noviembre,,,,,,,,,
2821,42325,Vázquez,,,,,,,,,
2821,49014,Lázaro Cárdenas,,,,,,,,,
2821,54224,Encinillas,,,,,,,,,
2821,61913,Las Cocinas,,,,,,,,,
2821,66648,Monte Alban II,,,,,,,,,
2821,71286,Santa María Roaló,,,,,,,,,
2821,76248,Monte de la Calavera,,,,,,,,,
2821,79938,Matlalapa,,,,,,,,,
2821,80025,La Ribera Residencial,,,,,,,,,
2821,85200,Héroes Del 47,,,,,,,,,
2821,86960,La Lupita,,,,,,,,,
2821,89603,Corredor Industrial,,,,,,,,,
2821,94324,Adolfo Lopez Mateos,,,,,,,,,
2822,02510,El Jagüey,,,,,,,,,
2822,22223,Kino II,,,,,,,,,
2822,25167,Privada Coahuila y Zacatecas,,,,,,,,,
2822,29020,Laguitos Electricistas,,,,,,,,,
2822,31137,Laderas,,,,,,,,,
2822,34548,El Ancón,,,,,,,,,
2822,38455,San Jerónimo de Araceo,,,,,,,,,
2822,40914,La Palma,,,,,,,,,
2822,42364,Segundo Centro,,,,,,,,,
2822,49015,Universitaria,,,,,,,,,
2822,54234,Lázaro Cárdenas (San Rafael),,,,,,,,,
2822,61913,Las Pilas,,,,,,,,,
2822,71265,San Pablo Huixtepec,,,,,,,,,
2822,76267,Ampliación la Campana,,,,,,,,,
2822,79978,Cuaxilotitla,,,,,,,,,
2822,80025,Humaya del Super,,,,,,,,,
2822,85200,Precursores de La Revolución,,,,,,,,,
2822,86946,La Mina,,,,,,,,,
2822,89603,Emiliano Zapata,,,,,,,,,
2823,02050,Wake,,,,,,,,,
2823,22223,Cerro II,,,,,,,,,
2823,25160,Privada Quinta Narro,,,,,,,,,
2823,31137,Magisterial Solidaridad,,,,,,,,,
2823,34548,Cuevecillas,,,,,,,,,
2823,38456,Bella Vista de Santa María,,,,,,,,,
2823,40914,Los Laureles,,,,,,,,,
2823,42083,Oasis de Doria,,,,,,,,,
2823,49020,Jardines de Zapotlan,,,,,,,,,
2823,54200,Polotitlán de la Ilustración,,,,,,,,,
2823,61917,Las Trojes,,,,,,,,,
2823,72227,Tliloxtoc,,,,,,,,,
2823,76248,Ampliación del Paraíso,,,,,,,,,
2823,79977,Tezonquilillo,,,,,,,,,
2823,80028,Villas de Culiacán,,,,,,,,,
2823,85137,Ostimuri,,,,,,,,,
2823,86945,La Nueva Lucha,,,,,,,,,
2823,89603,José de Escandón,,,,,,,,,
2823,94326,Galán,,,,,,,,,
2824,22114,Río Tijuana 2a. Etapa,,,,,,,,,
2824,25083,El Mimbre,,,,,,,,,
2824,29066,Las Canoitas,,,,,,,,,
2824,31137,Miguel Sigala,,,,,,,,,
2824,34543,La Huertecilla,,,,,,,,,
2824,38456,Pozo de Aróstegui (Las Correas),,,,,,,,,
2824,40914,Rancho Alegre del Llano,,,,,,,,,
2824,42280,Nuevo Progreso,,,,,,,,,
2824,49020,Loma Bonita,,,,,,,,,
2824,54223,Ruano,,,,,,,,,
2824,61917,Santa Bárbara (El Reparo),,,,,,,,,
2824,71326,San Miguel Peras,,,,,,,,,
2824,72227,Bosques de los Angeles,,,,,,,,,
2824,76267,El Escobillal,,,,,,,,,
2824,78414,Colonia la Unión,,,,,,,,,
2824,80059,Praderas del Humaya,,,,,,,,,
2824,85203,Zona de Granjas (Granjas Mica),,,,,,,,,
2824,86947,La Palma,,,,,,,,,
2824,89603,Fundadores,,,,,,,,,
2824,94327,10 de Mayo,,,,,,,,,
2825,22863,Las Palmas III,,,,,,,,,
2825,29019,Las Flores,,,,,,,,,
2825,31137,Niños Héroes,,,,,,,,,
2825,34554,Jojobos,,,,,,,,,
2825,38454,Changueo,,,,,,,,,
2825,40915,Santa Lucía,,,,,,,,,
2825,42285,Las Pozas,,,,,,,,,
2825,49020,Los Bomberos,,,,,,,,,
2825,54237,San Agustín el Cuervo,,,,,,,,,
2825,61920,Carácuaro de Morelos,,,,,,,,,
2825,66649,Monte Albán,,,,,,,,,
2825,71328,Pensamiento Liberal Mexicano,,,,,,,,,
2825,76253,La Ardilla,,,,,,,,,
2825,78423,Ciudad Satélite,,,,,,,,,
2825,80028,Campestre San Jorge,,,,,,,,,
2825,85064,Haciendas El Rosario,,,,,,,,,
2825,86946,La Papaya (Manuel Rosado),,,,,,,,,
2825,89603,Industrial Guerrero,,,,,,,,,
2825,94328,27 de Mayo,,,,,,,,,
2826,02070,Nextengo,,,,,,,,,
2826,22223,Cerro Colorado,,,,,,,,,
2826,25115,San José de Flores,,,,,,,,,
2826,31137,Pedro Domínguez,,,,,,,,,
2826,34543,La Lagunita,,,,,,,,,
2826,38454,Chicamito,,,,,,,,,
2826,42364,Cruz de Piedra,,,,,,,,,
2826,49020,Los Olivos,,,,,,,,,
2826,54236,San Antonio Escobedo,,,,,,,,,
2826,61928,Acuyo,,,,,,,,,
2826,66649,Golondrinas,,,,,,,,,
2826,71327,La Brujería,,,,,,,,,
2826,76249,San Martín de Porres,,,,,,,,,
2826,78533,Gallos Blancos,,,,,,,,,
2826,80058,9 de Marzo,,,,,,,,,
2826,85064,Haciendas San Francisco,,,,,,,,,
2826,86974,La Pava,,,,,,,,,
2826,89603,Jardines de Arboledas,,,,,,,,,
2826,94329,Pluviosilla,,,,,,,,,
2827,02070,Palestina,,,,,,,,,
2827,22654,Ampliación Ejido Lázaro Cárdenas,,,,,,,,,
2827,29098,Lomas de Santa María,,,,,,,,,
2827,31137,Los Portales,,,,,,,,,
2827,34554,Los Madriles,,,,,,,,,
2827,38453,Crucitas,,,,,,,,,
2827,40919,La Sombra,,,,,,,,,
2827,42184,Privada Camino Real,,,,,,,,,
2827,49023,La Paz,,,,,,,,,
2827,66050,Rinconada Flores Magón Infonavit II,,,,,,,,,
2827,71327,Soledad Peras,,,,,,,,,
2827,76267,La Mariola (El Rosario),,,,,,,,,
2827,78514,El Salto Colorado,,,,,,,,,
2827,80058,Altos Bacurimi,,,,,,,,,
2827,85064,Haciendas San Miguel,,,,,,,,,
2827,86936,La Poza de la Tortuga,,,,,,,,,
2827,89603,Arrecifes,,,,,,,,,
2827,94330,El Espinal,,,,,,,,,
2828,02490,Kervin,,,,,,,,,
2828,25045,Portal de Santiago,,,,,,,,,
2828,29030,Los Cafetales,,,,,,,,,
2828,31137,Pozos del Valle,,,,,,,,,
2828,34543,Ojo de Agua,,,,,,,,,
2828,38453,Ranchos Unidos,,,,,,,,,
2828,40920,La Hacienda,,,,,,,,,
2828,42364,Tedra,,,,,,,,,
2828,49024,Empleados Municipales,,,,,,,,,
2828,54226,San Antonio el Viejo,,,,,,,,,
2828,61925,Capire de Bravo (El Capire Bravo),,,,,,,,,
2828,71330,San Pablo Cuatro Venados,,,,,,,,,
2828,76267,La Trinidad,,,,,,,,,
2828,78818,La Luz,,,,,,,,,
2828,80058,Villa del Cedro,,,,,,,,,
2828,85213,Kilómetro Nueve (El Pueblito),,,,,,,,,
2828,86973,La Providencia,,,,,,,,,
2828,89603,Municipios Libres,,,,,,,,,
2828,94330,FOVISSSTE I,,,,,,,,,
2829,02525,Granjas Pantaco Campamento Ferrocarrilero,,,,,,,,,
2829,21855,Tribu Quilihuas,,,,,,,,,
2829,29066,Los Milagros,,,,,,,,,
2829,31137,Rodolfo Fierro,,,,,,,,,
2829,34550,Pie de La Cuesta,,,,,,,,,
2829,38454,El Armadillo,,,,,,,,,
2829,40920,Las Parotas,,,,,,,,,
2829,42392,Primera Manzana Dosdha,,,,,,,,,
2829,49024,Pablo Luis Juan,,,,,,,,,
2829,54220,San Francisco Acaxuchitlantongo,,,,,,,,,
2829,61929,Frontera de San Juan,,,,,,,,,
2829,71338,El Carmen,,,,,,,,,
2829,76257,Presa del Carmen,,,,,,,,,
2829,78578,San Juan del Tuzal,,,,,,,,,
2829,80028,Campestre Tres Ríos,,,,,,,,,
2829,85038,Villa California 2,,,,,,,,,
2829,86933,La Providencia (Parada San Antonio),,,,,,,,,
2829,89603,Paraíso,,,,,,,,,
2829,94333,Aries,,,,,,,,,
2830,02830,Toronja,,,,,,,,,
2830,21399,La Enramada,,,,,,,,,
2830,25010,Nuevo Saltillo,,,,,,,,,
2830,29057,Los Sauces,,,,,,,,,
2830,31137,María Elena Hernandez,,,,,,,,,
2830,34548,Puerto de Cuevecillas,,,,,,,,,
2830,38435,Lagunilla de Mogotes,,,,,,,,,
2830,40920,Los Letrados,,,,,,,,,
2830,42374,Cerro Blanco (El Fraile),,,,,,,,,
2830,49026,Morelos,,,,,,,,,
2830,54235,San Nicolás de los Cerritos,,,,,,,,,
2830,61930,Paso de Núñez (Buenavista),,,,,,,,,
2830,71336,Santa Inés Del Monte,,,,,,,,,
2830,72229,Villa Guadalupe (Xonacatepec),,,,,,,,,
2830,76249,San Pedro Zacatenco,,,,,,,,,
2830,78397,Pozos Residencial,,,,,,,,,
2830,80199,Barrio San Agustín,,,,,,,,,
2830,85203,Las Areneras,,,,,,,,,
2830,86975,La Purísima,,,,,,,,,
2830,89603,Unidad Satélite,,,,,,,,,
2830,94334,C.R.O.C.,,,,,,,,,
2831,04260,San Francisco Culhuacán Barrio de San Juan,,,,,,,,,
2831,22990,Isla de Cedros,,,,,,,,,
2831,25019,Fundadores de La Libertad,,,,,,,,,
2831,29059,Los Tamarindos,,,,,,,,,
2831,31137,Santa Cecilia,,,,,,,,,
2831,34545,El Ranchito,,,,,,,,,
2831,38457,Cuadrilla de Andaracua,,,,,,,,,
2831,40928,Vuelta del Barco,,,,,,,,,
2831,42313,Cerro Blanco,,,,,,,,,
2831,49027,Emiliano Zapata,,,,,,,,,
2831,54236,Taxhie,,,,,,,,,
2831,61933,El Carrizal,,,,,,,,,
2831,71340,Santa Gertrudis,,,,,,,,,
2831,76249,Campestre San Isidro,,,,,,,,,
2831,78397,Alta Vida,,,,,,,,,
2831,80199,Campos Elíseos,,,,,,,,,
2831,85218,Puente de Picos,,,,,,,,,
2831,86977,La Silvita,,,,,,,,,
2831,89603,Venustiano Carranza,,,,,,,,,
2831,94335,C.R.O.M.,,,,,,,,,
2832,16010,San Bartolo El Chico,,,,,,,,,
2832,22263,Lomas de San Pedro,,,,,,,,,
2832,25010,Privada de San Javier,,,,,,,,,
2832,29020,Magdalena,,,,,,,,,
2832,31137,Solidaridad Popular,,,,,,,,,
2832,34544,San Juan de Minas,,,,,,,,,
2832,38457,Manga de Buenavista,,,,,,,,,
2832,40929,El Cuajilote,,,,,,,,,
2832,42386,Nuevo Arenal,,,,,,,,,
2832,49028,Chuluapan,,,,,,,,,
2832,61934,El Zapote de Cuendeo,,,,,,,,,
2832,66055,California Fraccionamiento Primer Sector,,,,,,,,,
2832,71343,San José Guelatová de Díaz,,,,,,,,,
2832,72229,San Miguel Xonacatepec,,,,,,,,,
2832,78438,Del Bosque,,,,,,,,,
2832,80199,Barrio de San Luis,,,,,,,,,
2832,85200,Pascual V. Ayón,,,,,,,,,
2832,86955,La Torre,,,,,,,,,
2832,89603,Villas de Altamira,,,,,,,,,
2832,94337,El Espinal II,,,,,,,,,
2833,16035,Rinconada Coapa,,,,,,,,,
2833,21607,Complejo Tecnológico NICOYA,,,,,,,,,
2833,25070,Lomas de Landín,,,,,,,,,
2833,29064,Manuel Molano,,,,,,,,,
2833,31137,Tarahumara,,,,,,,,,
2833,34560,Las Trojitas,,,,,,,,,
2833,38457,Cahuageo,,,,,,,,,
2833,40929,La Soledad,,,,,,,,,
2833,42383,Bondhí,,,,,,,,,
2833,49029,La Cantera,,,,,,,,,
2833,54263,Aldama,,,,,,,,,
2833,61935,Las Guacamayas,,,,,,,,,
2833,76267,La Luz,,,,,,,,,
2833,78110,Lucio Cabañas,,,,,,,,,
2833,80199,Isla del Oeste,,,,,,,,,
2833,85205,Centauro del Norte,,,,,,,,,
2833,86940,La Trinidad,,,,,,,,,
2833,89604,El Contadero,,,,,,,,,
2833,94339,Santa Ana I y II,,,,,,,,,
2834,16530,Barrio Las Flores,,,,,,,,,
2834,22450,Otay Vista,,,,,,,,,
2834,31137,Vicente Guereca,,,,,,,,,
2834,34545,Las Mesitas,,,,,,,,,
2834,38457,Rancho Viejo de Torres,,,,,,,,,
2834,40929,Las Barrancas,,,,,,,,,
2834,42904,Taxhue,,,,,,,,,
2834,54265,Calpulalpan,,,,,,,,,
2834,61936,Juntas de Chapacarícuaro,,,,,,,,,
2834,72310,Del Valle,,,,,,,,,
2834,76267,Cerro Prieto,,,,,,,,,
2834,79903,Huachichila (Barrio los Pocitos),,,,,,,,,
2834,80199,Barrio de San Anselmo,,,,,,,,,
2834,85208,Felipe Neri,,,,,,,,,
2834,86956,La Tropicana,,,,,,,,,
2834,94340,Barrio Nuevo,,,,,,,,,
2835,16780,Cerrillos Segunda Sección,,,,,,,,,
2835,29039,Miravalle 2a Sección,,,,,,,,,
2835,34563,El Zapote (Chapote),,,,,,,,,
2835,38460,Las Raíces,,,,,,,,,
2835,42267,Puerto de Piedra,,,,,,,,,
2835,49031,Insurgentes,,,,,,,,,
2835,54253,Coscomate del Progreso,,,,,,,,,
2835,61936,Janindipo,,,,,,,,,
2835,66055,Haciendas de Anáhuac II,,,,,,,,,
2835,71344,San Antonino El Alto,,,,,,,,,
2835,72310,Bosques de Amalucan,,,,,,,,,
2835,76249,Cerrito Colorado (La Curva),,,,,,,,,
2835,78396,Villa Jardín,,,,,,,,,
2835,80177,La Cúspide,,,,,,,,,
2835,85140,Villa Mezquite,,,,,,,,,
2835,86965,La Unión,,,,,,,,,
2835,94340,Miguel Alemán,,,,,,,,,
2836,16780,Cerrillos Tercera Sección,,,,,,,,,
2836,25270,Cumbres Residencial,,,,,,,,,
2836,29010,Morelos,,,,,,,,,
2836,31137,Luis Donaldo Colosio Murrieta,,,,,,,,,
2836,34560,El Pitayal,,,,,,,,,
2836,38464,El Salitre de Aguilares,,,,,,,,,
2836,42804,Loma Blanca,,,,,,,,,
2836,49032,San Jose,,,,,,,,,
2836,54253,Dexcani Alto,,,,,,,,,
2836,61936,La Carrerita,,,,,,,,,
2836,66055,Insurgentes Infonavit,,,,,,,,,
2836,71346,San Fernando de Matamoros,,,,,,,,,
2836,76704,Emiliano Zapata,,,,,,,,,
2836,78394,Villa de Las Torres,,,,,,,,,
2836,80177,Alteza,,,,,,,,,
2836,85080,Las Campanas,,,,,,,,,
2836,86970,La Unión,,,,,,,,,
2836,94340,Rafael Alvarado,,,,,,,,,
2837,04738,Villas del Imán,,,,,,,,,
2837,29059,Privada Flamboyán,,,,,,,,,
2837,31137,Luis Fuentes Mares,,,,,,,,,
2837,34543,La Prieta,,,,,,,,,
2837,38466,Los Martínez,,,,,,,,,
2837,40943,San Martín de las Flores,,,,,,,,,
2837,42392,Cuarta Manzana Toxtha,,,,,,,,,
2837,49033,Álamo,,,,,,,,,
2837,54253,Dexcani Bajo,,,,,,,,,
2837,66053,Los Girasoles II,,,,,,,,,
2837,71347,Magdalena Mixtepec,,,,,,,,,
2837,76705,Arboledas,,,,,,,,,
2837,78394,Silos Zona Dorada,,,,,,,,,
2837,80100,Privanzas,,,,,,,,,
2837,85080,Ampliación Miguel Alemán,,,,,,,,,
2837,86946,La Unión,,,,,,,,,
2837,89604,Primavera,,,,,,,,,
2838,01630,Belém de las Flores,,,,,,,,,
2838,25294,El Sáuz,,,,,,,,,
2838,29039,Profesor Daniel Robles Sasso,,,,,,,,,
2838,31137,Atanacio Ortega,,,,,,,,,
2838,34543,La Manzanilla (La Amarilla),,,,,,,,,
2838,38465,Las Cañas,,,,,,,,,
2838,40937,El Ticui,,,,,,,,,
2838,42672,El Moro,,,,,,,,,
2838,49035,Valle de Zapotlan,,,,,,,,,
2838,54254,Doxhicho,,,,,,,,,
2838,61940,Huetamo de Núñez Centro,,,,,,,,,
2838,71350,Santa Catarina Quiane,,,,,,,,,
2838,72400,Rincón de las Animas,,,,,,,,,
2838,76720,Negro,,,,,,,,,
2838,78394,Seminario 2000,,,,,,,,,
2838,80100,La Paloma,,,,,,,,,
2838,85099,Central de Abastos,,,,,,,,,
2838,86944,La Victoria,,,,,,,,,
2839,09310,Leyes de Reforma 3a Sección,,,,,,,,,
2839,25220,Privada España,,,,,,,,,
2839,29037,Rincón Potinaspak,,,,,,,,,
2839,31137,Antorcha Popular,,,,,,,,,
2839,34543,La Cocha,,,,,,,,,
2839,38463,Las Jícamas,,,,,,,,,
2839,40937,Las Parotas,,,,,,,,,
2839,42324,La Huerta Capula,,,,,,,,,
2839,49040,Lomas de San Cayetano,,,,,,,,,
2839,54263,El Rincon,,,,,,,,,
2839,61954,San Miguel Montecillos,,,,,,,,,
2839,72410,Rivera de Santiago,,,,,,,,,
2839,76720,Tepetate,,,,,,,,,
2839,78397,Casanova,,,,,,,,,
2839,80100,Magnolias Residencial,,,,,,,,,
2839,85203,Severo Girón,,,,,,,,,
2839,86946,La Victoria,,,,,,,,,
2839,89604,San Antonio,,,,,,,,,
2839,94345,Agrícola Moctezuma,,,,,,,,,
2840,09440,Zacahuitzco,,,,,,,,,
2840,31137,El Porvenir,,,,,,,,,
2840,34543,El Picacho,,,,,,,,,
2840,38464,La Barquilla,,,,,,,,,
2840,40932,Boca de Arroyo,,,,,,,,,
2840,43571,Santa Elena,,,,,,,,,
2840,49040,San Cayetano,,,,,,,,,
2840,54273,El Rosal,,,,,,,,,
2840,61943,La Parota,,,,,,,,,
2840,66055,Topo Grande IV,,,,,,,,,
2840,71355,Ayoquezco de Aldama,,,,,,,,,
2840,72410,El Águila,,,,,,,,,
2840,76740,La presa,,,,,,,,,
2840,78397,El Pueblito,,,,,,,,,
2840,80100,Santa Inés,,,,,,,,,
2840,85209,23 de Octubre,,,,,,,,,
2840,86974,La Victoria,,,,,,,,,
2840,89604,Santo Tomas,,,,,,,,,
2840,94345,Electricistas,,,,,,,,,
2841,01520,El Politoco,,,,,,,,,
2841,29020,San Francisco Sabinito,,,,,,,,,
2841,31137,"Villa del Real I, II, III, IV y V",,,,,,,,,
2841,34550,El Guacimal,,,,,,,,,
2841,38445,El Chiqueo,,,,,,,,,
2841,40932,Corral Falso,,,,,,,,,
2841,42345,Villa Nueva,,,,,,,,,
2841,54264,El Saltillo,,,,,,,,,
2841,61942,Las Trincheras,,,,,,,,,
2841,66056,Lomas de Escobedo II,,,,,,,,,
2841,76705,Del Sur,,,,,,,,,
2841,78397,Villa Delicias,,,,,,,,,
2841,80107,Country Courts,,,,,,,,,
2841,85190,Real Del Valle,,,,,,,,,
2841,86965,La Victoria,,,,,,,,,
2841,89605,Central de Abastos,,,,,,,,,
2841,94346,Jardín,,,,,,,,,
2842,01740,San Clemente Sur,,,,,,,,,
2842,29020,San Isidro,,,,,,,,,
2842,31137,Progreso Nacional,,,,,,,,,
2842,34550,Molinos,,,,,,,,,
2842,38467,Pegueros,,,,,,,,,
2842,40932,El Ciruelar,,,,,,,,,
2842,43060,Subestación,,,,,,,,,
2842,49050,16 de Septiembre,,,,,,,,,
2842,54240,Jilotepec de Molina Enríquez,,,,,,,,,
2842,61943,Chihuero,,,,,,,,,
2842,71359,Guegovela,,,,,,,,,
2842,76705,Las Canteras,,,,,,,,,
2842,78397,Los Olivos,,,,,,,,,
2842,80150,Rincón San Rafael,,,,,,,,,
2842,85218,Lázaro Cárdenas,,,,,,,,,
2842,86975,Las Cabañas,,,,,,,,,
2842,89605,Residencial Lagunas de Miralta,,,,,,,,,
2842,94347,Ojo de Agua,,,,,,,,,
2843,01820,Ejido San Mateo,,,,,,,,,
2843,29019,Tuxtla Chico,,,,,,,,,
2843,31137,Ampliación Luis Fuentes Mares,,,,,,,,,
2843,34544,La Junta,,,,,,,,,
2843,38445,Tinaja de García,,,,,,,,,
2843,40933,El Humo,,,,,,,,,
2843,42317,El Botho (El Botho el Espíritu),,,,,,,,,
2843,49051,Valle Del Sol,,,,,,,,,
2843,54255,Las Manzanas,,,,,,,,,
2843,71364,Rincón de Tlapacoyan,,,,,,,,,
2843,76705,El Encato II,,,,,,,,,
2843,78397,Alquerías de Pozos,,,,,,,,,
2843,80194,Prados Residencial,,,,,,,,,
2843,85203,Chamizal (Predio Tozalcahui),,,,,,,,,
2843,86936,Las Campanas,,,,,,,,,
2843,89605,Vega de Esteros,,,,,,,,,
2843,94465,El Trébol CTM,,,,,,,,,
2844,01650,El Ruedo,,,,,,,,,
2844,29020,Villa Tziscao,,,,,,,,,
2844,31137,Fuentes de Chihuahua,,,,,,,,,
2844,34544,La Rinconada (La Labor),,,,,,,,,
2844,38445,La Jaulilla,,,,,,,,,
2844,40933,La y,,,,,,,,,
2844,42306,Naxthéy,,,,,,,,,
2844,49052,C.N.O.P.,,,,,,,,,
2844,54273,San Lorenzo Nenamicoyan,,,,,,,,,
2844,61946,Las Ceibas,,,,,,,,,
2844,71360,Santa Ana Tlapacoyan,,,,,,,,,
2844,72440,La Teja,,,,,,,,,
2844,76707,El Gavillero,,,,,,,,,
2844,78397,Las Cruces,,,,,,,,,
2844,85200,Belisario Dominguez,,,,,,,,,
2844,86974,Las Carmelitas,,,,,,,,,
2844,94349,Fidel Velázquez,,,,,,,,,
2845,01259,La Mexicana 2a Ampliación,,,,,,,,,
2845,29057,Villa Blanca,,,,,,,,,
2845,31137,Villa del Norte,,,,,,,,,
2845,34545,El Saucito,,,,,,,,,
2845,40934,Alcholoa,,,,,,,,,
2845,42366,La Laguna,,,,,,,,,
2845,49052,CTM,,,,,,,,,
2845,54255,San Lorenzo Octeyuco,,,,,,,,,
2845,61947,El Ocuaro,,,,,,,,,
2845,71363,Agua Blanca,,,,,,,,,
2845,72440,Girasol,,,,,,,,,
2845,76726,Las Gladiolas,,,,,,,,,
2845,78397,Cuartel Aguilares,,,,,,,,,
2845,80145,Torre Dorada,,,,,,,,,
2845,85206,Ejido Mariano Escobedo Número Dos (Bloque 1307),,,,,,,,,
2845,86976,Las Coronelas,,,,,,,,,
2845,94350,Cuauhtémoc,,,,,,,,,
2846,01904,San Jerónimo Aculco,,,,,,,,,
2846,25294,Magisterio,,,,,,,,,
2846,29070,Villas La Salle,,,,,,,,,
2846,34544,La Mesa Rosada,,,,,,,,,
2846,38487,San José del Cerrito de Camargo,,,,,,,,,
2846,40934,Ixtla,,,,,,,,,
2846,43568,El Comanche,,,,,,,,,
2846,54270,San Martín,,,,,,,,,
2846,61947,Quenchendio,,,,,,,,,
2846,66058,Los Girasoles III,,,,,,,,,
2846,71366,El Carrizal,,,,,,,,,
2846,76726,La Teresita,,,,,,,,,
2846,78398,Arroyos,,,,,,,,,
2846,80140,Real San Ángel,,,,,,,,,
2846,85205,La Carabina,,,,,,,,,
2846,86974,Las Cumbres,,,,,,,,,
2846,89606,Lomas de Miralta,,,,,,,,,
2846,94350,Del Maestro,,,,,,,,,
2847,01849,Rancho del Carmen del Pueblo San Bartolo Ameyalco,,,,,,,,,
2847,29050,Villas de Catazaja,,,,,,,,,
2847,34543,Puerto de Jerusalén,,,,,,,,,
2847,38470,Jaral del Progreso Centro,,,,,,,,,
2847,40934,La Vainilla,,,,,,,,,
2847,42256,Rancho Nuevo,,,,,,,,,
2847,49052,Revolución,,,,,,,,,
2847,54250,San Pablo Huantepec,,,,,,,,,
2847,61947,Zacanguirete,,,,,,,,,
2847,66062,Parque Industrial I,,,,,,,,,
2847,71366,San Pedro del Río,,,,,,,,,
2847,72450,Lomas Club de Golf,,,,,,,,,
2847,76707,El Venado,,,,,,,,,
2847,78398,Aguaje,,,,,,,,,
2847,80143,Real San Sebastián,,,,,,,,,
2847,85206,Alberto Juárez Blancas,,,,,,,,,
2847,86947,Las Delicias,,,,,,,,,
2847,89606,Lomas de Monte Alto,,,,,,,,,
2848,01650,Santa Lucía Chantepec,,,,,,,,,
2848,29050,Zavaleta,,,,,,,,,
2848,31125,Residencial Universidad,,,,,,,,,
2848,34544,San Francisco,,,,,,,,,
2848,38486,Hacienda de la Bolsa,,,,,,,,,
2848,40934,Plan de los Molinos,,,,,,,,,
2848,43385,Chichinapa,,,,,,,,,
2848,49053,Villas Del Nevado,,,,,,,,,
2848,61950,El Gusano de Santiago,,,,,,,,,
2848,71365,Santa Cruz Zenzontepec,,,,,,,,,
2848,76703,Agua Caliente,,,,,,,,,
2848,80135,Hacienda San Juan,,,,,,,,,
2848,85206,Ejido Colectivo Luis Encinas,,,,,,,,,
2848,86960,Las Maravillas,,,,,,,,,
2848,89606,Lomas de Rosales,,,,,,,,,
2848,94350,Las Alamedas,,,,,,,,,
2849,01550,Rinconada Las Cuevitas,,,,,,,,,
2849,34545,Los Laureles,,,,,,,,,
2849,38488,Providencia,,,,,,,,,
2849,40935,Cacalutla,,,,,,,,,
2849,42466,El Dedhó,,,,,,,,,
