municipality,state,description,start_date,end_date
026,PUE,Calpan,1/1/22,
026,SLP,San Antonio,1/1/22,
026,SON,Etchojoa,1/1/22,
026,TAM,Miquihuana,1/1/22,
026,TLA,Santa Cruz Tlaxcala,1/1/22,
026,VER,Banderilla,1/1/22,
026,YUC,Dzemul,1/1/22,
026,ZAC,Mazapil,1/1/22,
027,COA,Ramos Arizpe,1/1/22,
027,CHH,Guachochi,1/1/22,
027,CHP,Chiapa de Corzo,1/1/22,
027,DUR,San Juan de Guadalupe,1/1/22,
027,GRO,Cutzamala de Pinzón,1/1/22,
027,GUA,Salamanca,1/1/22,
027,HID,Huehuetla,1/1/22,
027,JAL,Cuautitlán de García Barragán,1/1/22,
027,MEX,Chapultepec,1/1/22,
027,MIC,Chucándiro,1/1/22,
027,MOR,Totolapan,1/1/22,
027,NLE,Los Herreras,1/1/22,
027,OAX,Chiquihuitlán de Benito Juárez,1/1/22,
027,PUE,Caltepec,1/1/22,
027,SLP,San Ciro de Acosta,1/1/22,
027,SON,Fronteras,1/1/22,
027,TAM,Nuevo Laredo,1/1/22,
027,TLA,Tenancingo,1/1/22,
027,VER,Benito Juárez,1/1/22,
027,YUC,Dzidzantún,1/1/22,
027,ZAC,Melchor Ocampo,1/1/22,
028,COA,Sabinas,1/1/22,
028,CHH,Guadalupe,1/1/22,
028,CHP,Chiapilla,1/1/22,
028,DUR,San Juan del Río,1/1/22,
028,GRO,Chilapa de Álvarez,1/1/22,
028,GUA,Salvatierra,1/1/22,
028,HID,Huejutla de Reyes,1/1/22,
028,JAL,Cuautla,1/1/22,
028,MEX,Chiautla,1/1/22,
028,MIC,Churintzio,1/1/22,
028,MOR,Xochitepec,1/1/22,
028,NLE,Higueras,1/1/22,
028,OAX,Heroica Ciudad de Ejutla de Crespo,1/1/22,
028,PUE,Camocuautla,1/1/22,
028,SLP,San Luis Potosí,1/1/22,
028,SON,Granados,1/1/22,
028,TAM,Nuevo Morelos,1/1/22,
028,TLA,Teolocholco,1/1/22,
028,VER,Boca del Río,1/1/22,
028,YUC,Dzilam de Bravo,1/1/22,
028,ZAC,Mezquital del Oro,1/1/22,
029,COA,Sacramento,1/1/22,
029,CHH,Guadalupe y Calvo,1/1/22,
029,CHP,Chicoasén,1/1/22,
029,DUR,San Luis del Cordero,1/1/22,
029,GRO,Chilpancingo de los Bravo,1/1/22,
029,GUA,San Diego de la Unión,1/1/22,
029,HID,Huichapan,1/1/22,
029,JAL,Cuquío,1/1/22,
029,MEX,Chicoloapan,1/1/22,
029,MIC,Churumuco,1/1/22,
029,MOR,Yautepec,1/1/22,
029,NLE,Hualahuises,1/1/22,
029,OAX,Eloxochitlán de Flores Magón,1/1/22,
029,PUE,Caxhuacan,1/1/22,
029,SLP,San Martín Chalchicuautla,1/1/22,
029,SON,Guaymas,1/1/22,
029,TAM,Ocampo,1/1/22,
029,TLA,Tepeyanco,1/1/22,
029,VER,Calcahualco,1/1/22,
029,YUC,Dzilam González,1/1/22,
029,ZAC,Miguel Auza,1/1/22,
030,COA,Saltillo,1/1/22,
030,CHH,Guazapares,1/1/22,
030,CHP,Chicomuselo,1/1/22,
030,DUR,San Pedro del Gallo,1/1/22,
030,GRO,Florencio Villarreal,1/1/22,
030,GUA,San Felipe,1/1/22,
030,HID,Ixmiquilpan,1/1/22,
030,JAL,Chapala,1/1/22,
030,MEX,Chiconcuac,1/1/22,
030,MIC,Ecuandureo,1/1/22,
030,MOR,Yecapixtla,1/1/22,
030,NLE,Iturbide,1/1/22,
030,OAX,El Espinal,1/1/22,
030,PUE,Coatepec,1/1/22,
030,SLP,San Nicolás Tolentino,1/1/22,
030,SON,Hermosillo,1/1/22,
030,TAM,Padilla,1/1/22,
030,TLA,Terrenate,1/1/22,
030,VER,Camerino Z. Mendoza,1/1/22,
030,YUC,Dzitás,1/1/22,
030,ZAC,Momax,1/1/22,
031,COA,San Buenaventura,1/1/22,
031,CHH,Guerrero,1/1/22,
031,CHP,Chilón,1/1/22,
031,DUR,Santa Clara,1/1/22,
031,GRO,General Canuto A. Neri,1/1/22,
031,GUA,San Francisco del Rincón,1/1/22,
031,HID,Jacala de Ledezma,1/1/22,
031,JAL,Chimaltitán,1/1/22,
031,MEX,Chimalhuacán,1/1/22,
031,MIC,Epitacio Huerta,1/1/22,
031,MOR,Zacatepec,1/1/22,
031,NLE,Juárez,1/1/22,
031,OAX,Tamazulápam del Espíritu Santo,1/1/22,
031,PUE,Coatzingo,1/1/22,
031,SLP,Santa Catarina,1/1/22,
031,SON,Huachinera,1/1/22,
031,TAM,Palmillas,1/1/22,
031,TLA,Tetla de la Solidaridad,1/1/22,
031,VER,Carrillo Puerto,1/1/22,
031,YUC,Dzoncauich,1/1/22,
031,ZAC,Monte Escobedo,1/1/22,
032,COA,San Juan de Sabinas,1/1/22,
032,CHH,Hidalgo del Parral,1/1/22,
032,CHP,Escuintla,1/1/22,
032,DUR,Santiago Papasquiaro,1/1/22,
032,GRO,General Heliodoro Castillo,1/1/22,
032,GUA,San José Iturbide,1/1/22,
032,HID,Jaltocán,1/1/22,
032,JAL,Chiquilistlán,1/1/22,
032,MEX,Donato Guerra,1/1/22,
032,MIC,Erongarícuaro,1/1/22,
032,MOR,Zacualpan,1/1/22,
032,NLE,Lampazos de Naranjo,1/1/22,
032,OAX,Fresnillo de Trujano,1/1/22,
032,PUE,Cohetzala,1/1/22,
032,SLP,Santa María del Río,1/1/22,
032,SON,Huásabas,1/1/22,
032,TAM,Reynosa,1/1/22,
032,TLA,Tetlatlahuca,1/1/22,
032,VER,Catemaco,1/1/22,
032,YUC,Espita,1/1/22,
032,ZAC,Morelos,1/1/22,
033,COA,San Pedro,1/1/22,
033,CHH,Huejotitán,1/1/22,
033,CHP,Francisco León,1/1/22,
033,DUR,Súchil,1/1/22,
033,GRO,Huamuxtitlán,1/1/22,
033,GUA,San Luis de la Paz,1/1/22,
033,HID,Juárez Hidalgo,1/1/22,
033,JAL,Degollado,1/1/22,
033,MEX,Ecatepec de Morelos,1/1/22,
033,MIC,Gabriel Zamora,1/1/22,
033,MOR,Temoac,1/1/22,
033,NLE,Linares,1/1/22,
033,OAX,Guadalupe Etla,1/1/22,
033,PUE,Cohuecan,1/1/22,
033,SLP,Santo Domingo,1/1/22,
033,SON,Huatabampo,1/1/22,
033,TAM,Río Bravo,1/1/22,
033,TLA,Tlaxcala,1/1/22,
033,VER,Cazones de Herrera,1/1/22,
033,YUC,Halachó,1/1/22,
033,ZAC,Moyahua de Estrada,1/1/22,
034,COA,Sierra Mojada,1/1/22,
034,CHH,Ignacio Zaragoza,1/1/22,
034,CHP,Frontera Comalapa,1/1/22,
034,DUR,Tamazula,1/1/22,
034,GRO,Huitzuco de los Figueroa,1/1/22,
034,GUA,Santa Catarina,1/1/22,
034,HID,Lolotla,1/1/22,
034,JAL,Ejutla,1/1/22,
034,MEX,Ecatzingo,1/1/22,
034,MIC,Hidalgo,1/1/22,
034,NLE,Marín,1/1/22,
034,OAX,Guadalupe de Ramírez,1/1/22,
034,PUE,Coronango,1/1/22,
034,SLP,San Vicente Tancuayalab,1/1/22,
034,SON,Huépac,1/1/22,
034,TAM,San Carlos,1/1/22,
034,TLA,Tlaxco,1/1/22,
034,VER,Cerro Azul,1/1/22,
034,YUC,Hocabá,1/1/22,
034,ZAC,Nochistlán de Mejía,1/1/22,
035,COA,Torreón,1/1/22,
035,CHH,Janos,1/1/22,
035,CHP,Frontera Hidalgo,1/1/22,
035,DUR,Tepehuanes,1/1/22,
035,GRO,Iguala de la Independencia,1/1/22,
035,GUA,Santa Cruz de Juventino Rosas,1/1/22,
035,HID,Metepec,1/1/22,
035,JAL,Encarnación de Díaz,1/1/22,
035,MEX,Huehuetoca,1/1/22,
035,MIC,La Huacana,1/1/22,
035,NLE,Melchor Ocampo,1/1/22,
035,OAX,Guelatao de Juárez,1/1/22,
035,PUE,Coxcatlán,1/1/22,
035,SLP,Soledad de Graciano Sánchez,1/1/22,
035,SON,Imuris,1/1/22,
035,TAM,San Fernando,1/1/22,
035,TLA,Tocatlán,1/1/22,
035,VER,Citlaltépetl,1/1/22,
035,YUC,Hoctún,1/1/22,
035,ZAC,Noria de Ángeles,1/1/22,
036,COA,Viesca,1/1/22,
036,CHH,Jiménez,1/1/22,
036,CHP,La Grandeza,1/1/22,
036,DUR,Tlahualilo,1/1/22,
036,GRO,Igualapa,1/1/22,
036,GUA,Santiago Maravatío,1/1/22,
036,HID,San Agustín Metzquititlán,1/1/22,
036,JAL,Etzatlán,1/1/22,
036,MEX,Hueypoxtla,1/1/22,
036,MIC,Huandacareo,1/1/22,
036,NLE,Mier y Noriega,1/1/22,
036,OAX,Guevea de Humboldt,1/1/22,
036,PUE,Coyomeapan,1/1/22,
036,SLP,Tamasopo,1/1/22,
036,SON,Magdalena,1/1/22,
036,TAM,San Nicolás,1/1/22,
036,TLA,Totolac,1/1/22,
036,VER,Coacoatzintla,1/1/22,
036,YUC,Homún,1/1/22,
036,ZAC,Ojocaliente,1/1/22,
037,COA,Villa Unión,1/1/22,
037,CHH,Juárez,1/1/22,
037,CHP,Huehuetán,1/1/22,
037,DUR,Topia,1/1/22,
037,GRO,Ixcateopan de Cuauhtémoc,1/1/22,
037,GUA,Silao de la Victoria,1/1/22,
037,HID,Metztitlán,1/1/22,
037,JAL,El Grullo,1/1/22,
037,MEX,Huixquilucan,1/1/22,
037,MIC,Huaniqueo,1/1/22,
037,NLE,Mina,1/1/22,
037,OAX,Mesones Hidalgo,1/1/22,
037,PUE,Coyotepec,1/1/22,
037,SLP,Tamazunchale,1/1/22,
037,SON,Mazatán,1/1/22,
037,TAM,Soto la Marina,1/1/22,
037,TLA,Ziltlaltépec de Trinidad Sánchez Santos,1/1/22,
037,VER,Coahuitlán,1/1/22,
037,YUC,Huhí,1/1/22,
037,ZAC,Pánuco,1/1/22,
038,COA,Zaragoza,1/1/22,
038,CHH,Julimes,1/1/22,
038,CHP,Huixtán,1/1/22,
038,DUR,Vicente Guerrero,1/1/22,
038,GRO,Zihuatanejo de Azueta,1/1/22,
038,GUA,Tarandacuao,1/1/22,
038,HID,Mineral del Chico,1/1/22,
038,JAL,Guachinango,1/1/22,
038,MEX,Isidro Fabela,1/1/22,
038,MIC,Huetamo,1/1/22,
038,NLE,Montemorelos,1/1/22,
038,OAX,Villa Hidalgo,1/1/22,
038,PUE,Cuapiaxtla de Madero,1/1/22,
038,SLP,Tampacán,1/1/22,
038,SON,Moctezuma,1/1/22,
038,TAM,Tampico,1/1/22,
038,TLA,Tzompantepec,1/1/22,
038,VER,Coatepec,1/1/22,
038,YUC,Hunucmá,1/1/22,
038,ZAC,Pinos,1/1/22,
039,CHH,López,1/1/22,
039,CHP,Huitiupán,1/1/22,
039,DUR,Nuevo Ideal,1/1/22,
039,GRO,Juan R. Escudero,1/1/22,
039,GUA,Tarimoro,1/1/22,
039,HID,Mineral del Monte,1/1/22,
039,JAL,Guadalajara,1/1/22,
039,MEX,Ixtapaluca,1/1/22,
039,MIC,Huiramba,1/1/22,
039,NLE,Monterrey,1/1/22,
039,OAX,Heroica Ciudad de Huajuapan de León,1/1/22,
039,PUE,Cuautempan,1/1/22,
039,SLP,Tampamolón Corona,1/1/22,
039,SON,Naco,1/1/22,
039,TAM,Tula,1/1/22,
039,TLA,Xaloztoc,1/1/22,
039,VER,Coatzacoalcos,1/1/22,
039,YUC,Ixil,1/1/22,
039,ZAC,Río Grande,1/1/22,
040,CHH,Madera,1/1/22,
040,CHP,Huixtla,1/1/22,
040,GRO,Leonardo Bravo,1/1/22,
040,GUA,Tierra Blanca,1/1/22,
040,HID,La Misión,1/1/22,
040,JAL,Hostotipaquillo,1/1/22,
040,MEX,Ixtapan de la Sal,1/1/22,
040,MIC,Indaparapeo,1/1/22,
040,NLE,Parás,1/1/22,
040,OAX,Huautepec,1/1/22,
040,PUE,Cuautinchán,1/1/22,
040,SLP,Tamuín,1/1/22,
040,SON,Nácori Chico,1/1/22,
040,TAM,Valle Hermoso,1/1/22,
040,TLA,Xaltocan,1/1/22,
040,VER,Coatzintla,1/1/22,
040,YUC,Izamal,1/1/22,
040,ZAC,Sain Alto,1/1/22,
041,CHH,Maguarichi,1/1/22,
041,CHP,La Independencia,1/1/22,
041,GRO,Malinaltepec,1/1/22,
041,GUA,Uriangato,1/1/22,
041,HID,Mixquiahuala de Juárez,1/1/22,
041,JAL,Huejúcar,1/1/22,
041,MEX,Ixtapan del Oro,1/1/22,
041,MIC,Irimbo,1/1/22,
041,NLE,Pesquería,1/1/22,
041,OAX,Huautla de Jiménez,1/1/22,
041,PUE,Cuautlancingo,1/1/22,
041,SLP,Tanlajás,1/1/22,
041,SON,Nacozari de García,1/1/22,
041,TAM,Victoria,1/1/22,
041,TLA,Papalotla de Xicohténcatl,1/1/22,
041,VER,Coetzala,1/1/22,
041,YUC,Kanasín,1/1/22,
041,ZAC,El Salvador,1/1/22,
042,CHH,Manuel Benavides,1/1/22,
042,CHP,Ixhuatán,1/1/22,
042,GRO,Mártir de Cuilapan,1/1/22,
042,GUA,Valle de Santiago,1/1/22,
042,HID,Molango de Escamilla,1/1/22,
042,JAL,Huejuquilla el Alto,1/1/22,
042,MEX,Ixtlahuaca,1/1/22,
042,MIC,Ixtlán,1/1/22,
042,NLE,Los Ramones,1/1/22,
042,OAX,Ixtlán de Juárez,1/1/22,
042,PUE,Cuayuca de Andrade,1/1/22,
042,SLP,Tanquián de Escobedo,1/1/22,
042,SON,Navojoa,1/1/22,
042,TAM,Villagrán,1/1/22,
042,TLA,Xicohtzinco,1/1/22,
042,VER,Colipa,1/1/22,
042,YUC,Kantunil,1/1/22,
042,ZAC,Sombrerete,1/1/22,
043,CHH,Matachí,1/1/22,
043,CHP,Ixtacomitán,1/1/22,
043,GRO,Metlatónoc,1/1/22,
043,GUA,Victoria,1/1/22,
043,HID,Nicolás Flores,1/1/22,
043,JAL,La Huerta,1/1/22,
043,MEX,Xalatlaco,1/1/22,
043,MIC,Jacona,1/1/22,
043,NLE,Rayones,1/1/22,
043,OAX,Heroica Ciudad de Juchitán de Zaragoza,1/1/22,
043,PUE,Cuetzalan del Progreso,1/1/22,
043,SLP,Tierra Nueva,1/1/22,
043,SON,Nogales,1/1/22,
043,TAM,Xicoténcatl,1/1/22,
043,TLA,Yauhquemehcan,1/1/22,
043,VER,Comapa,1/1/22,
043,YUC,Kaua,1/1/22,
043,ZAC,Susticacán,1/1/22,
044,CHH,Matamoros,1/1/22,
044,CHP,Ixtapa,1/1/22,
044,GRO,Mochitlán,1/1/22,
044,GUA,Villagrán,1/1/22,
044,HID,Nopala de Villagrán,1/1/22,
044,JAL,Ixtlahuacán de los Membrillos,1/1/22,
044,MEX,Jaltenco,1/1/22,
044,MIC,Jiménez,1/1/22,
044,NLE,Sabinas Hidalgo,1/1/22,
044,OAX,Loma Bonita,1/1/22,
044,PUE,Cuyoaco,1/1/22,
044,SLP,Vanegas,1/1/22,
044,SON,Onavas,1/1/22,
044,TLA,Zacatelco,1/1/22,
044,VER,Córdoba,1/1/22,
044,YUC,Kinchil,1/1/22,
044,ZAC,Tabasco,1/1/22,
045,CHH,Meoqui,1/1/22,
045,CHP,Ixtapangajoya,1/1/22,
045,GRO,Olinalá,1/1/22,
045,GUA,Xichú,1/1/22,
045,HID,Omitlán de Juárez,1/1/22,
045,JAL,Ixtlahuacán del Río,1/1/22,
045,MEX,Jilotepec,1/1/22,
045,MIC,Jiquilpan,1/1/22,
045,NLE,Salinas Victoria,1/1/22,
045,OAX,Magdalena Apasco,1/1/22,
045,PUE,Chalchicomula de Sesma,1/1/22,
045,SLP,Venado,1/1/22,
045,SON,Opodepe,1/1/22,
045,TLA,Benito Juárez,1/1/22,
045,VER,Cosamaloapan de Carpio,1/1/22,
045,YUC,Kopomá,1/1/22,
045,ZAC,Tepechitlán,1/1/22,
046,CHH,Morelos,1/1/22,
046,CHP,Jiquipilas,1/1/22,
046,GRO,Ometepec,1/1/22,
046,GUA,Yuriria,1/1/22,
046,HID,San Felipe Orizatlán,1/1/22,
046,JAL,Jalostotitlán,1/1/22,
046,MEX,Jilotzingo,1/1/22,
046,MIC,Juárez,1/1/22,
046,NLE,San Nicolás de los Garza,1/1/22,
046,OAX,Magdalena Jaltepec,1/1/22,
046,PUE,Chapulco,1/1/22,
046,SLP,Villa de Arriaga,1/1/22,
046,SON,Oquitoa,1/1/22,
046,TLA,Emiliano Zapata,1/1/22,
046,VER,Cosautlán de Carvajal,1/1/22,
046,YUC,Mama,1/1/22,
046,ZAC,Tepetongo,1/1/22,
047,CHH,Moris,1/1/22,
047,CHP,Jitotol,1/1/22,
047,GRO,Pedro Ascencio Alquisiras,1/1/22,
047,HID,Pacula,1/1/22,
047,JAL,Jamay,1/1/22,
047,MEX,Jiquipilco,1/1/22,
047,MIC,Jungapeo,1/1/22,
047,NLE,Hidalgo,1/1/22,
047,OAX,Santa Magdalena Jicotlán,1/1/22,
047,PUE,Chiautla,1/1/22,
047,SLP,Villa de Guadalupe,1/1/22,
047,SON,Pitiquito,1/1/22,
047,TLA,Lázaro Cárdenas,1/1/22,
047,VER,Coscomatepec,1/1/22,
047,YUC,Maní,1/1/22,
047,ZAC,Teúl de González Ortega,1/1/22,
048,CHH,Namiquipa,1/1/22,
048,CHP,Juárez,1/1/22,
048,GRO,Petatlán,1/1/22,
048,HID,Pachuca de Soto,1/1/22,
048,JAL,Jesús María,1/1/22,
048,MEX,Jocotitlán,1/1/22,
048,MIC,Lagunillas,1/1/22,
048,NLE,Santa Catarina,1/1/22,
048,OAX,Magdalena Mixtepec,1/1/22,
048,PUE,Chiautzingo,1/1/22,
048,SLP,Villa de la Paz,1/1/22,
048,SON,Puerto Peñasco,1/1/22,
048,TLA,La Magdalena Tlaltelulco,1/1/22,
048,VER,Cosoleacaque,1/1/22,
048,YUC,Maxcanú,1/1/22,
048,ZAC,Tlaltenango de Sánchez Román,1/1/22,
049,CHH,Nonoava,1/1/22,
049,CHP,Larráinzar,1/1/22,
049,GRO,Pilcaya,1/1/22,
049,HID,Pisaflores,1/1/22,
049,JAL,Jilotlán de los Dolores,1/1/22,
049,MEX,Joquicingo,1/1/22,
049,MIC,Madero,1/1/22,
049,NLE,Santiago,1/1/22,
049,OAX,Magdalena Ocotlán,1/1/22,
049,PUE,Chiconcuautla,1/1/22,
049,SLP,Villa de Ramos,1/1/22,
049,SON,Quiriego,1/1/22,
049,TLA,San Damián Texóloc,1/1/22,
049,VER,Cotaxtla,1/1/22,
049,YUC,Mayapán,1/1/22,
049,ZAC,Valparaíso,1/1/22,
050,CHH,Nuevo Casas Grandes,1/1/22,
050,CHP,La Libertad,1/1/22,
050,GRO,Pungarabato,1/1/22,
050,HID,Progreso de Obregón,1/1/22,
050,JAL,Jocotepec,1/1/22,
050,MEX,Juchitepec,1/1/22,
050,MIC,Maravatío,1/1/22,
050,NLE,Vallecillo,1/1/22,
050,OAX,Magdalena Peñasco,1/1/22,
050,PUE,Chichiquila,1/1/22,
050,SLP,Villa de Reyes,1/1/22,
050,SON,Rayón,1/1/22,
050,TLA,San Francisco Tetlanohcan,1/1/22,
050,VER,Coxquihui,1/1/22,
050,YUC,Mérida,1/1/22,
050,ZAC,Vetagrande,1/1/22,
051,CHH,Ocampo,1/1/22,
051,CHP,Mapastepec,1/1/22,
051,GRO,Quechultenango,1/1/22,
051,HID,Mineral de la Reforma,1/1/22,
051,JAL,Juanacatlán,1/1/22,
051,MEX,Lerma,1/1/22,
051,MIC,Marcos Castellanos,1/1/22,
051,NLE,Villaldama,1/1/22,
051,OAX,Magdalena Teitipac,1/1/22,
051,PUE,Chietla,1/1/22,
051,SLP,Villa Hidalgo,1/1/22,
051,SON,Rosario,1/1/22,
051,TLA,San Jerónimo Zacualpan,1/1/22,
051,VER,Coyutla,1/1/22,
051,YUC,Mocochá,1/1/22,
051,ZAC,Villa de Cos,1/1/22,
052,CHH,Ojinaga,1/1/22,
052,CHP,Las Margaritas,1/1/22,
052,GRO,San Luis Acatlán,1/1/22,
052,HID,San Agustín Tlaxiaca,1/1/22,
052,JAL,Juchitlán,1/1/22,
052,MEX,Malinalco,1/1/22,
052,MIC,Lázaro Cárdenas,1/1/22,
052,OAX,Magdalena Tequisistlán,1/1/22,
052,PUE,Chigmecatitlán,1/1/22,
052,SLP,Villa Juárez,1/1/22,
052,SON,Sahuaripa,1/1/22,
052,TLA,San José Teacalco,1/1/22,
052,VER,Cuichapa,1/1/22,
052,YUC,Motul,1/1/22,
052,ZAC,Villa García,1/1/22,
053,CHH,Praxedis G. Guerrero,1/1/22,
053,CHP,Mazapa de Madero,1/1/22,
053,GRO,San Marcos,1/1/22,
053,HID,San Bartolo Tutotepec,1/1/22,
053,JAL,Lagos de Moreno,1/1/22,
053,MEX,Melchor Ocampo,1/1/22,
053,MIC,Morelia,1/1/22,
053,OAX,Magdalena Tlacotepec,1/1/22,
053,PUE,Chignahuapan,1/1/22,
053,SLP,Axtla de Terrazas,1/1/22,
053,SON,San Felipe de Jesús,1/1/22,
053,TLA,San Juan Huactzinco,1/1/22,
053,VER,Cuitláhuac,1/1/22,
053,YUC,Muna,1/1/22,
053,ZAC,Villa González Ortega,1/1/22,
054,CHH,Riva Palacio,1/1/22,
054,CHP,Mazatán,1/1/22,
054,GRO,San Miguel Totolapan,1/1/22,
054,HID,San Salvador,1/1/22,
054,JAL,El Limón,1/1/22,
054,MEX,Metepec,1/1/22,
054,MIC,Morelos,1/1/22,
054,OAX,Magdalena Zahuatlán,1/1/22,
054,PUE,Chignautla,1/1/22,
054,SLP,Xilitla,1/1/22,
054,SON,San Javier,1/1/22,
054,TLA,San Lorenzo Axocomanitla,1/1/22,
054,VER,Chacaltianguis,1/1/22,
054,YUC,Muxupip,1/1/22,
054,ZAC,Villa Hidalgo,1/1/22,
055,CHH,Rosales,1/1/22,
055,CHP,Metapa,1/1/22,
055,GRO,Taxco de Alarcón,1/1/22,
055,HID,Santiago de Anaya,1/1/22,
055,JAL,Magdalena,1/1/22,
055,MEX,Mexicaltzingo,1/1/22,
055,MIC,Múgica,1/1/22,
055,OAX,Mariscala de Juárez,1/1/22,
055,PUE,Chila,1/1/22,
055,SLP,Zaragoza,1/1/22,
055,SON,San Luis Río Colorado,1/1/22,
055,TLA,San Lucas Tecopilco,1/1/22,
055,VER,Chalma,1/1/22,
055,YUC,Opichén,1/1/22,
055,ZAC,Villanueva,1/1/22,
056,CHH,Rosario,1/1/22,
056,CHP,Mitontic,1/1/22,
056,GRO,Tecoanapa,1/1/22,
056,HID,Santiago Tulantepec de Lugo Guerrero,1/1/22,
056,JAL,Santa María del Oro,1/1/22,
056,MEX,Morelos,1/1/22,
056,MIC,Nahuatzen,1/1/22,
056,OAX,Mártires de Tacubaya,1/1/22,
056,PUE,Chila de la Sal,1/1/22,
056,SLP,Villa de Arista,1/1/22,
056,SON,San Miguel de Horcasitas,1/1/22,
056,TLA,Santa Ana Nopalucan,1/1/22,
056,VER,Chiconamel,1/1/22,
056,YUC,Oxkutzcab,1/1/22,
056,ZAC,Zacatecas,1/1/22,
057,CHH,San Francisco de Borja,1/1/22,
057,CHP,Motozintla,1/1/22,
057,GRO,Técpan de Galeana,1/1/22,
057,HID,Singuilucan,1/1/22,
057,JAL,La Manzanilla de la Paz,1/1/22,
057,MEX,Naucalpan de Juárez,1/1/22,
057,MIC,Nocupétaro,1/1/22,
057,OAX,Matías Romero Avendaño,1/1/22,
057,PUE,Honey,1/1/22,
057,SLP,Matlapa,1/1/22,
057,SON,San Pedro de la Cueva,1/1/22,
057,TLA,Santa Apolonia Teacalco,1/1/22,
057,VER,Chiconquiaco,1/1/22,
057,YUC,Panabá,1/1/22,
057,ZAC,Trancoso,1/1/22,
058,CHH,San Francisco de Conchos,1/1/22,
058,CHP,Nicolás Ruíz,1/1/22,
058,GRO,Teloloapan,1/1/22,
058,HID,Tasquillo,1/1/22,
058,JAL,Mascota,1/1/22,
058,MEX,Nezahualcóyotl,1/1/22,
058,MIC,Nuevo Parangaricutiro,1/1/22,
058,OAX,Mazatlán Villa de Flores,1/1/22,
058,PUE,Chilchotla,1/1/22,
058,SLP,El Naranjo,1/1/22,
058,SON,Santa Ana,1/1/22,
058,TLA,Santa Catarina Ayometla,1/1/22,
058,VER,Chicontepec,1/1/22,
058,YUC,Peto,1/1/22,
058,ZAC,Santa María de la Paz,1/1/22,
059,CHH,San Francisco del Oro,1/1/22,
059,CHP,Ocosingo,1/1/22,
059,GRO,Tepecoacuilco de Trujano,1/1/22,
059,HID,Tecozautla,1/1/22,
059,JAL,Mazamitla,1/1/22,
059,MEX,Nextlalpan,1/1/22,
059,MIC,Nuevo Urecho,1/1/22,
059,OAX,Miahuatlán de Porfirio Díaz,1/1/22,
059,PUE,Chinantla,1/1/22,
059,SON,Santa Cruz,1/1/22,
059,TLA,Santa Cruz Quilehtla,1/1/22,
059,VER,Chinameca,1/1/22,
059,YUC,Progreso,1/1/22,
060,CHH,Santa Bárbara,1/1/22,
060,CHP,Ocotepec,1/1/22,
060,GRO,Tetipac,1/1/22,
060,HID,Tenango de Doria,1/1/22,
060,JAL,Mexticacán,1/1/22,
060,MEX,Nicolás Romero,1/1/22,
060,MIC,Numarán,1/1/22,
060,OAX,Mixistlán de la Reforma,1/1/22,
060,PUE,Domingo Arenas,1/1/22,
060,SON,Sáric,1/1/22,
060,TLA,Santa Isabel Xiloxoxtla,1/1/22,
060,VER,Chinampa de Gorostiza,1/1/22,
060,YUC,Quintana Roo,1/1/22,
061,CHH,Satevó,1/1/22,
061,CHP,Ocozocoautla de Espinosa,1/1/22,
061,GRO,Tixtla de Guerrero,1/1/22,
061,HID,Tepeapulco,1/1/22,
061,JAL,Mezquitic,1/1/22,
061,MEX,Nopaltepec,1/1/22,
061,MIC,Ocampo,1/1/22,
061,OAX,Monjas,1/1/22,
061,PUE,Eloxochitlán,1/1/22,
061,SON,Soyopa,1/1/22,
061,VER,Las Choapas,1/1/22,
061,YUC,Río Lagartos,1/1/22,
062,CHH,Saucillo,1/1/22,
062,CHP,Ostuacán,1/1/22,
062,GRO,Tlacoachistlahuaca,1/1/22,
062,HID,Tepehuacán de Guerrero,1/1/22,
062,JAL,Mixtlán,1/1/22,
062,MEX,Ocoyoacac,1/1/22,
062,MIC,Pajacuarán,1/1/22,
062,OAX,Natividad,1/1/22,
062,PUE,Epatlán,1/1/22,
062,SON,Suaqui Grande,1/1/22,
062,VER,Chocamán,1/1/22,
062,YUC,Sacalum,1/1/22,
063,CHH,Temósachic,1/1/22,
063,CHP,Osumacinta,1/1/22,
063,GRO,Tlacoapa,1/1/22,
063,HID,Tepeji del Río de Ocampo,1/1/22,
063,JAL,Ocotlán,1/1/22,
063,MEX,Ocuilan,1/1/22,
063,MIC,Panindícuaro,1/1/22,
063,OAX,Nazareno Etla,1/1/22,
063,PUE,Esperanza,1/1/22,
063,SON,Tepache,1/1/22,
063,VER,Chontla,1/1/22,
063,YUC,Samahil,1/1/22,
064,CHH,El Tule,1/1/22,
064,CHP,Oxchuc,1/1/22,
064,GRO,Tlalchapa,1/1/22,
064,HID,Tepetitlán,1/1/22,
064,JAL,Ojuelos de Jalisco,1/1/22,
064,MEX,El Oro,1/1/22,
064,MIC,Parácuaro,1/1/22,
064,OAX,Nejapa de Madero,1/1/22,
064,PUE,Francisco Z. Mena,1/1/22,
064,SON,Trincheras,1/1/22,
064,VER,Chumatlán,1/1/22,
064,YUC,Sanahcat,1/1/22,
065,CHH,Urique,1/1/22,
065,CHP,Palenque,1/1/22,
065,GRO,Tlalixtaquilla de Maldonado,1/1/22,
065,HID,Tetepango,1/1/22,
065,JAL,Pihuamo,1/1/22,
065,MEX,Otumba,1/1/22,
065,MIC,Paracho,1/1/22,
