export_code,description,start_date,end_date
01,No aplica,1/1/22,
02,Definitiva,1/1/22,
03,Temporal,1/1/22,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
